id,transportation_mode,provider,starting_point,transportation_class,departure_location,arrival_location,distance,price
472,Bus,Sinar Jaya,nearest bus terminal,Business,Kalimantan Utara,Yogyakarta,1378.4708290615852,896006.0388900305
473,Plane,Lion Air,Bandar Udara El Tari,Suite,Nusa Tenggara Barat,Yogyakarta,751.9764194127964,1691946.9436787919
474,Train,PT KAI,Ngawi,Economic,Ngawi,Yogyakarta,127.1348515271285,101707.8812217028
475,Bus,Hiba,nearest bus terminal,Suite,Bengkulu,Yogyakarta,997.5854283886057,748189.0712914543
476,Train,PT KAI,Sukoharjo,Business,Sragen,Yogyakarta,91.47727523446306,95136.36624384159
477,Train,PT KAI,Cisaat,Economic,Sukabumi,Yogyakarta,413.1162545173275,330493.003613862
478,Bus,Dewi Sri,nearest bus terminal,Business,Boyolali,Yogyakarta,75.14059220340893,48841.384932215806
479,Train,PT KAI,Probolinggo,Business,Probolinggo,Yogyakarta,324.1913946350937,337159.0504204974
480,Plane,Wings Air,Bandar Udara Buli,Economic,Maluku,Yogyakarta,1987.6613976835763,2981492.0965253646
481,Train,PT KAI,Cikini,Economic,Jakarta Pusat,Yogyakarta,437.0517885095066,349641.43080760527
482,Bus,Mayasari,nearest bus terminal,Economic,Tasikmalaya,Yogyakarta,260.81634883719096,130408.17441859547
483,Bus,Haryanto,nearest bus terminal,Economic,Batang,Yogyakarta,4355.101666817891,2177550.8334089452
484,Bus,Lorena,nearest bus terminal,Economic,Demak,Yogyakarta,120.35665720273047,60178.32860136524
485,Train,PT KAI,Benowo,Economic,Mojokerto,Yogyakarta,241.18707882277067,192949.66305821654
486,Bus,Dewi Sri,nearest bus terminal,Economic,Bali,Yogyakarta,521.9825957538203,260991.29787691016
487,Bus,Nusantara,nearest bus terminal,Suite,Madiun,Yogyakarta,149.62256665123383,112216.92498842537
488,Train,PT KAI,Pondok Cina,Business,Depok,Yogyakarta,428.9755164057098,446134.5370619382
489,Plane,Citilink,Bandar Udara Bobong,Economic,Maluku,Yogyakarta,1987.6613976835763,2981492.0965253646
490,Train,PT KAI,Maseng,Suite,Bogor,Yogyakarta,422.78231889794927,507338.78267753916
491,Bus,Nusantara,nearest bus terminal,Suite,Ternate,Yogyakarta,11547.374859761849,8660531.144821387
492,Bus,Hiba,nearest bus terminal,Suite,Cilacap,Yogyakarta,181.58843556889718,136191.32667667288
493,Train,PT KAI,Kedungbanteng,Business,Sragen,Yogyakarta,91.47727523446306,95136.36624384159
494,Plane,Batik Air,Bandar Udara Internasional APT Pranoto (Bandar Udara Samarinda Baru),Economic,Kalimantan Timur,Yogyakarta,1168.2805011804724,1752420.7517707085
495,Bus,Haryanto,nearest bus terminal,Suite,Samarinda,Yogyakarta,1117.082440871031,837811.8306532733
496,Bus,Rosalia Indah,nearest bus terminal,Business,Boyolali,Yogyakarta,75.14059220340893,48841.384932215806
497,Bus,Mayasari,nearest bus terminal,Business,Ciamis,Yogyakarta,228.653627845652,148624.85809967382
498,Train,PT KAI,Tarahan,Business,Bandar Lampung,Yogyakarta,629.7894061501536,654980.9823961598
499,Bus,Mayasari,nearest bus terminal,Suite,Banjar,Yogyakarta,732.5899586046614,549442.4689534961
500,Plane,Lion Air,Bandar Udara Enggano,Economic,Bengkulu,Yogyakarta,997.5854283886057,1496378.1425829085
501,Bus,Sinar Jaya,nearest bus terminal,Suite,Balikpapan,Yogyakarta,1036.1041341055677,777078.1005791757
502,Bus,Nusantara,nearest bus terminal,Suite,Kendari,Yogyakarta,1415.3805831726015,1061535.437379451
503,Plane,Sriwijaya Air,Bandar Udara Bengkalis (Bandar Udara Meranti) (Bandar Udara Sei Selari) (Bandar Udara Sei Pakning),Economic,Riau,Yogyakarta,1355.379546339091,2033069.3195086364
504,Bus,Budiman,nearest bus terminal,Economic,Jakarta Pusat,Yogyakarta,437.0517885095066,218525.8942547533
505,Train,PT KAI,Kedungbanteng,Economic,Sragen,Yogyakarta,91.47727523446306,73181.82018757045
506,Train,PT KAI,Bojong Indah,Business,Jakarta Barat,Yogyakarta,447.8533791485487,465767.51431449066
507,Train,PT KAI,Semarang Poncol,Economic,Semarang,Yogyakarta,109.37687454139586,87501.49963311669
508,Plane,PT Trigana Air Service,Bandar Udara Alas Leuser,Suite,Aceh,Yogyakarta,2014.7223682251845,4533125.328506665
509,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Economic,Cirebon,Yogyakarta,243.56079565615678,121780.39782807839
510,Train,PT KAI,Poris,Suite,Serang,Yogyakarta,526.216155379768,631459.3864557217
511,Plane,PT Trigana Air Service,Unknown Airport,Business,Banten,Yogyakarta,496.92179636711603,968997.5029158763
512,Bus,Mayasari,nearest bus terminal,Suite,Subang,Yogyakarta,1573.8721979387558,1180404.1484540668
513,Plane,PT Trigana Air Service,Bandar Udara Depati Parbo,Suite,Sumatera Barat,Yogyakarta,1356.2848088436576,3051640.81989823
514,Train,PT KAI,Cakung,Economic,Jakarta Timur,Yogyakarta,429.14406523784896,343315.2521902792
515,Train,PT KAI,Universitas Indonesia,Economic,Depok,Yogyakarta,428.9755164057098,343180.4131245678
516,Train,PT KAI,Caruban,Suite,Madiun,Yogyakarta,149.62256665123383,179547.0799814806
517,Plane,Batik Air,Bandar Udara Benjina,Economic,Maluku Utara,Yogyakarta,2173.4018230230486,3260102.734534573
518,Plane,Sriwijaya Air,Bandar Udara Alas Leuser,Business,Aceh,Yogyakarta,2014.7223682251845,3928708.61803911
519,Train,PT KAI,Jayakarta,Business,Jakarta Barat,Yogyakarta,447.8533791485487,465767.51431449066
520,Plane,Lion Air,Bandar Udara Bintan Baru,Economic,Riau,Yogyakarta,1355.379546339091,2033069.3195086364
521,Train,PT KAI,Lubuk Buaya,Business,Padang,Yogyakarta,1356.2769455231717,1410528.0233440986
522,Train,PT KAI,Cikampek,Economic,Karawang,Yogyakarta,385.72044969812714,308576.3597585017
523,Bus,Nusantara,nearest bus terminal,Suite,Brebes,Yogyakarta,192.6946821360098,144521.01160200735
524,Plane,Lion Air,Bandar Udara Mali,Suite,Sulawesi Tenggara,Yogyakarta,1349.952163038336,3037392.3668362563
525,Train,PT KAI,Kruwul,Business,Lamongan,Yogyakarta,236.16326225674064,245609.79274701027
526,Train,PT KAI,Temuguruh,Economic,Banyuwangi,Yogyakarta,417.7821639876958,334225.73119015666
527,Plane,Citilink,Bandar Udara Ahmad Yani,Economic,Jawa Barat,Yogyakarta,324.18707186347507,486280.6077952126
528,Bus,Haryanto,nearest bus terminal,Business,Kepulauan Riau,Yogyakarta,1077.3258575676762,700261.8074189895
529,Bus,Hiba,nearest bus terminal,Suite,Karawang,Yogyakarta,385.72044969812714,289290.3372735954
530,Train,PT KAI,Songgom,Business,Brebes,Yogyakarta,192.6946821360098,200402.4694214502
531,Plane,Citilink,Bandar Udara Buli,Suite,Maluku Utara,Yogyakarta,2173.4018230230486,4890154.101801859
532,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Economic,Brebes,Yogyakarta,192.6946821360098,96347.3410680049
533,Plane,Citilink,Bandar Udara Banyuwangi d.h. Bandar Udara Blimbingsari,Suite,Jawa Timur,Yogyakarta,236.30849522541612,531694.1142571862
534,Plane,Garuda Indonesia,Bandar Udara Bengkalis (Bandar Udara Meranti) (Bandar Udara Sei Selari) (Bandar Udara Sei Pakning),Business,Riau,Yogyakarta,1355.379546339091,2642990.115361227
535,Train,PT KAI,Barat,Economic,Magetan,Yogyakarta,112.68790797419841,90150.32637935872
536,Bus,Lorena,nearest bus terminal,Business,Wonogiri,Yogyakarta,65.1100266350096,42321.517312756245
537,Train,PT KAI,Geneng,Business,Ngawi,Yogyakarta,127.1348515271285,132220.24558821364
538,Bus,Nusantara,nearest bus terminal,Suite,Sragen,Yogyakarta,91.47727523446306,68607.95642584731
539,Bus,Mayasari,nearest bus terminal,Business,Makassar,Yogyakarta,1048.5138765246138,681534.019740999
540,Bus,Nusantara,nearest bus terminal,Suite,Sulawesi Tenggara,Yogyakarta,1349.952163038336,1012464.122278752
541,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Economic,Tegal,Yogyakarta,170.24107027498275,85120.53513749137
542,Bus,Rosalia Indah,nearest bus terminal,Suite,Nganjuk,Yogyakarta,178.75205838611703,134064.04378958777
543,Plane,PT Trigana Air Service,Bandar Udara Frans Sales Lega,Economic,Nusa Tenggara Barat,Yogyakarta,751.9764194127964,1127964.6291191946
544,Train,PT KAI,Dawuan,Suite,Karawang,Yogyakarta,385.72044969812714,462864.5396377526
545,Plane,Sriwijaya Air,Bandar Udara D. C. Saundale d.h. Bandar Udara Lekunik,Business,Nusa Tenggara Timur,Yogyakarta,1139.9341013280716,2222871.49758974
546,Bus,Rosalia Indah,nearest bus terminal,Suite,Grobogan,Yogyakarta,113.49164077468595,85118.73058101446
547,Train,PT KAI,Pagaden Baru,Suite,Subang,Yogyakarta,1573.8721979387558,1888646.637526507
548,Bus,Lorena,nearest bus terminal,Economic,Blora,Yogyakarta,160.53000515612763,80265.00257806381
549,Train,PT KAI,Pucuk,Business,Lamongan,Yogyakarta,236.16326225674064,245609.79274701027
550,Plane,Wings Air,Bandar Udara Iskandar,Suite,Kalimantan Tengah,Yogyakarta,786.2951946731149,1769164.1880145087
551,Train,PT KAI,Jemursari,Business,Surabaya,Yogyakarta,273.8180533906966,284770.77552632446
552,Train,PT KAI,Randu Blatung,Suite,Blora,Yogyakarta,160.53000515612763,192636.00618735317
553,Train,PT KAI,Cicayur,Suite,Tangerang,Yogyakarta,457.6054446069322,549126.5335283186
554,Train,PT KAI,Palur,Business,Karanganyar,Yogyakarta,87.02743185942376,90508.52913380071
555,Train,PT KAI,Krenceng,Suite,Cilegon,Yogyakarta,523.5899966739782,628307.9960087739
556,Bus,Budiman,nearest bus terminal,Business,Semarang,Yogyakarta,109.37687454139586,71094.96845190732
557,Train,PT KAI,Sumber Gempol,Suite,Tulungagung,Yogyakarta,169.2547648272099,203105.7177926519
558,Train,PT KAI,Brumbung,Economic,Demak,Yogyakarta,120.35665720273047,96285.32576218438
559,Plane,PT Trigana Air Service,Bandar Udara A.H. Nasution (Bandar Udara Bukit Malintang),Business,Sumatera Utara,Yogyakarta,1659.117501711117,3235279.1283366783
560,Train,PT KAI,Cilegeh,Suite,Indramayu,Yogyakarta,848.6203775741213,1018344.4530889457
561,Plane,Batik Air,Unknown Airport,Suite,Banten,Yogyakarta,496.92179636711603,1118074.0418260111
562,Bus,Budiman,nearest bus terminal,Economic,Boyolali,Yogyakarta,75.14059220340893,37570.296101704465
563,Train,PT KAI,Linggapura,Business,Tegal,Yogyakarta,170.24107027498275,177050.71308598205
564,Plane,Wings Air,Bandar Udara Bobong,Suite,Maluku Utara,Yogyakarta,2173.4018230230486,4890154.101801859
565,Plane,Wings Air,Bandar Udara D. C. Saundale d.h. Bandar Udara Lekunik,Economic,Bali,Yogyakarta,521.9825957538203,782973.8936307305
566,Bus,Budiman,nearest bus terminal,Suite,Depok,Yogyakarta,428.9755164057098,321731.63730428234
567,Train,PT KAI,Cilebut,Business,Bogor,Yogyakarta,422.78231889794927,439693.6116538673
568,Train,PT KAI,Ngunut,Suite,Tulungagung,Yogyakarta,169.2547648272099,203105.7177926519
569,Plane,NAM Air,Bandar Udara Depati Amir,Suite,Sumatera Barat,Yogyakarta,1356.2848088436576,3051640.81989823
570,Train,PT KAI,Sumberejo,Suite,Bojonegoro,Yogyakarta,179.96708290456277,215960.49948547533
571,Plane,Wings Air,Bandar Udara Ahmad Yani,Suite,Jawa Barat,Yogyakarta,324.18707186347507,729420.9116928189
572,Train,PT KAI,Doplang,Economic,Blora,Yogyakarta,160.53000515612763,128424.0041249021
573,Plane,Lion Air,Bandar Udara Buli,Economic,Maluku,Yogyakarta,1987.6613976835763,2981492.0965253646
574,Train,PT KAI,Walikukun,Business,Ngawi,Yogyakarta,127.1348515271285,132220.24558821364
575,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Economic,Nusa Tenggara Timur,Yogyakarta,1139.9341013280716,569967.0506640358
576,Train,PT KAI,Citeras,Economic,Lebak,Yogyakarta,484.56524675423674,387652.1974033894
577,Train,PT KAI,Tulangan,Business,Sidoarjo,Yogyakarta,259.52981703864833,269911.00972019427
578,Bus,Budiman,nearest bus terminal,Economic,Batang,Yogyakarta,4355.101666817891,2177550.8334089452
579,Train,PT KAI,Blitar,Economic,Blitar,Yogyakarta,198.62929149028835,158903.43319223067
580,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Business,Karawang,Yogyakarta,385.72044969812714,250718.29230378265
581,Train,PT KAI,Kemiri,Business,Karanganyar,Yogyakarta,87.02743185942376,90508.52913380071
582,Plane,Garuda Indonesia,Bandar Udara Internasional APT Pranoto (Bandar Udara Samarinda Baru),Business,Kalimantan Tengah,Yogyakarta,786.2951946731149,1533275.6296125741
583,Plane,Wings Air,Bandar Udara Internasional Hang Nadim,Suite,Sumatera Selatan,Yogyakarta,877.9380166727185,1975360.5375136165
584,Train,PT KAI,Sukatani,Suite,Purwakarta,Yogyakarta,358.8393633433293,430607.2360119952
585,Train,PT KAI,Klakah,Business,Lumajang,Yogyakarta,315.4223117768743,328039.2042479493
586,Train,PT KAI,Pandanan,Business,Gresik,Yogyakarta,350.08148965766696,364084.74924397364
587,Plane,Wings Air,Bandar Udara Arung Palakka,Business,Sulawesi Selatan,Yogyakarta,1163.9371824955651,2269677.505866352
588,Train,PT KAI,Cikarang,Suite,Bekasi,Yogyakarta,419.4694344733886,503363.32136806636
589,Plane,NAM Air,Bandar Udara Bolaang (Bandar Udara Loloda Mokoagow),Suite,Sulawesi Selatan,Yogyakarta,1163.9371824955651,2618858.6606150214
590,Bus,Hiba,nearest bus terminal,Economic,Brebes,Yogyakarta,192.6946821360098,96347.3410680049
591,Plane,PT Trigana Air Service,Unknown Airport,Economic,Gorontalo,Yogyakarta,1650.7274560911121,2476091.184136668
592,Plane,Batik Air,Unknown Airport,Business,Gorontalo,Yogyakarta,1650.7274560911121,3218918.539377669
593,Bus,Budiman,nearest bus terminal,Suite,Malang,Yogyakarta,249.9132515073408,187434.93863050558
594,Plane,Lion Air,Bandar Udara Buli,Suite,Maluku Utara,Yogyakarta,2173.4018230230486,4890154.101801859
595,Train,PT KAI,Parung Panjang,Suite,Bogor,Yogyakarta,422.78231889794927,507338.78267753916
596,Train,PT KAI,Benowo,Business,Mojokerto,Yogyakarta,241.18707882277067,250834.5619756815
597,Plane,Sriwijaya Air,Bandar Udara Mali,Economic,Sulawesi Tenggara,Yogyakarta,1349.952163038336,2024928.244557504
598,Train,PT KAI,Leces,Business,Probolinggo,Yogyakarta,324.1913946350937,337159.0504204974
599,Plane,NAM Air,Bandar Udara Internasional Minangkabau,Economic,Lampung,Yogyakarta,684.1841734461109,1026276.2601691664
600,Train,PT KAI,Cikini,Economic,Jakarta Pusat,Yogyakarta,437.0517885095066,349641.43080760527
601,Train,PT KAI,Tarahan,Business,Bandar Lampung,Yogyakarta,629.7894061501536,654980.9823961598
602,Plane,NAM Air,Bandar Udara Bintan Baru,Economic,Sumatera Barat,Yogyakarta,1356.2848088436576,2034427.2132654865
603,Train,PT KAI,Lubuk Buaya,Economic,Padang,Yogyakarta,1356.2769455231717,1085021.5564185374
604,Plane,Lion Air,Bandar Udara Juwata,Suite,Kalimantan Barat,Yogyakarta,871.3478269442726,1960532.6106246135
605,Train,PT KAI,Ambarawa,Economic,Demak,Yogyakarta,120.35665720273047,96285.32576218438
606,Train,PT KAI,Rejo Tangan,Business,Tulungagung,Yogyakarta,169.2547648272099,176024.95542029833
607,Bus,Dewi Sri,nearest bus terminal,Business,Nusa Tenggara Barat,Yogyakarta,751.9764194127964,488784.67261831765
608,Bus,Budiman,nearest bus terminal,Economic,Sulawesi Tengah,Yogyakarta,1350.2021561312324,675101.0780656162
609,Plane,Lion Air,Bandar Udara Frans Sales Lega,Suite,Bali,Yogyakarta,521.9825957538203,1174460.8404460957
610,Bus,Mayasari,nearest bus terminal,Suite,Ternate,Yogyakarta,11547.374859761849,8660531.144821387
611,Plane,Lion Air,Bandar Udara H. Asan,Economic,Kalimantan Barat,Yogyakarta,871.3478269442726,1307021.740416409
612,Bus,Nusantara,nearest bus terminal,Economic,Manado,Yogyakarta,1917.7790968103739,958889.548405187
613,Train,PT KAI,Mojokerto,Business,Mojokerto,Yogyakarta,241.18707882277067,250834.5619756815
614,Plane,PT Trigana Air Service,Bandar Udara Adisucipto,Economic,DKI Jakarta,Yogyakarta,438.967847019126,658451.770528689
615,Plane,Garuda Indonesia,Bandar Udara Internasional Sam Ratulangi,Suite,Sulawesi Tengah,Yogyakarta,1350.2021561312324,3037954.851295273
616,Train,PT KAI,Cimahi,Economic,Cimahi,Yogyakarta,334.9202108675686,267936.1686940549
617,Plane,NAM Air,Bandar Udara Buli,Business,Maluku Utara,Yogyakarta,2173.4018230230486,4238133.554894945
618,Plane,NAM Air,Bandar Udara Dabo,Business,Kepulauan Riau,Yogyakarta,1077.3258575676762,2100785.4222569684
619,Bus,Hiba,nearest bus terminal,Business,Magetan,Yogyakarta,112.68790797419841,73247.14018322897
620,Plane,Wings Air,Bandar Udara Frans Seda (Bandar Udara Wai Oti) (Bandar Udara Maumere),Business,Nusa Tenggara Timur,Yogyakarta,1139.9341013280716,2222871.49758974
621,Train,PT KAI,Duduk,Business,Gresik,Yogyakarta,350.08148965766696,364084.74924397364
622,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Economic,Kendal,Yogyakarta,12213.977221970157,6106988.610985079
623,Bus,Mayasari,nearest bus terminal,Economic,Manado,Yogyakarta,1917.7790968103739,958889.548405187
624,Train,PT KAI,Tanjung Priok,Economic,Jakarta Utara,Yogyakarta,433.7601399791081,347008.11198328645
625,Train,PT KAI,Semarang Tawang,Economic,Semarang,Yogyakarta,109.37687454139586,87501.49963311669
626,Bus,Haryanto,nearest bus terminal,Business,Mojokerto,Yogyakarta,241.18707882277067,156771.60123480094
627,Plane,Lion Air,Bandar Udara Abdulrachman Saleh,Suite,Jawa Barat,Yogyakarta,324.18707186347507,729420.9116928189
628,Bus,Haryanto,nearest bus terminal,Economic,Palembang,Yogyakarta,831.0533620962693,415526.6810481347
629,Train,PT KAI,Ciganea,Suite,Purwakarta,Yogyakarta,358.8393633433293,430607.2360119952
630,Bus,Budiman,nearest bus terminal,Economic,Kalimantan Barat,Yogyakarta,871.3478269442726,435673.9134721363
631,Train,PT KAI,Ambarawa,Economic,Demak,Yogyakarta,120.35665720273047,96285.32576218438
632,Bus,Budiman,nearest bus terminal,Suite,Subang,Yogyakarta,1573.8721979387558,1180404.1484540668
633,Plane,Citilink,Bandar Udara Adisucipto,Business,Jawa Timur,Yogyakarta,236.30849522541612,460801.5656895614
634,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Economic,Kepulauan Riau,Yogyakarta,1077.3258575676762,538662.928783838
635,Bus,Rosalia Indah,nearest bus terminal,Economic,Wonogiri,Yogyakarta,65.1100266350096,32555.013317504803
636,Train,PT KAI,Sumber Pucung,Economic,Malang,Yogyakarta,249.9132515073408,199930.60120587263
637,Train,PT KAI,Kadipiro,Suite,Surakarta,Yogyakarta,68.04500135455822,81654.00162546987
638,Train,PT KAI,Semarang Poncol,Business,Semarang,Yogyakarta,109.37687454139586,113751.9495230517
639,Bus,Dewi Sri,nearest bus terminal,Suite,Gorontalo,Yogyakarta,1650.7274560911121,1238045.592068334
640,Plane,Sriwijaya Air,Bandar Udara Iskandar,Suite,Kalimantan Tengah,Yogyakarta,786.2951946731149,1769164.1880145087
641,Train,PT KAI,Cimahi,Business,Cimahi,Yogyakarta,334.9202108675686,348317.01930227136
642,Train,PT KAI,Kemayoran,Suite,Jakarta Pusat,Yogyakarta,437.0517885095066,524462.1462114078
643,Bus,Nusantara,nearest bus terminal,Business,Cilegon,Yogyakarta,523.5899966739782,340333.49783808587
644,Train,PT KAI,Babat,Economic,Lamongan,Yogyakarta,236.16326225674064,188930.6098053925
645,Plane,Garuda Indonesia,Bandar Udara Djalaluddin,Business,Sulawesi Tengah,Yogyakarta,1350.2021561312324,2632894.2044559033
646,Plane,Lion Air,Bandar Udara Ferdinand Lumban Tobing (Bandar Udara Pinangsori),Economic,Jambi,Yogyakarta,1080.9267465522385,1621390.1198283576
647,Train,PT KAI,Kiara Condong,Suite,Bandung,Yogyakarta,325.89770797152363,391077.24956582836
648,Train,PT KAI,Tigaraksa,Suite,Tangerang,Yogyakarta,457.6054446069322,549126.5335283186
649,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Economic,Pasuruan,Yogyakarta,282.6093643740866,141304.6821870433
650,Plane,Lion Air,Bandar Udara Internasional APT Pranoto (Bandar Udara Samarinda Baru),Suite,Kalimantan Utara,Yogyakarta,1378.4708290615852,3101559.3653885666
651,Plane,Lion Air,Bandar Udara Danau Toba,Business,Sumatera Barat,Yogyakarta,1356.2848088436576,2644755.3772451323
652,Train,PT KAI,Gambir,Economic,Jakarta Pusat,Yogyakarta,437.0517885095066,349641.43080760527
653,Bus,Mayasari,nearest bus terminal,Suite,Tasikmalaya,Yogyakarta,260.81634883719096,195612.2616278932
654,Plane,Lion Air,Unknown Airport,Economic,Kepulauan Bangka Belitung,Yogyakarta,732.9651988925159,1099447.798338774
655,Plane,PT Trigana Air Service,Bandar Udara Ahmad Yani,Business,Jawa Tengah,Yogyakarta,84.66775283966177,165102.11803734046
656,Bus,Rosalia Indah,nearest bus terminal,Business,Jawa Barat,Yogyakarta,324.18707186347507,210721.5967112588
657,Bus,Sinar Jaya,nearest bus terminal,Suite,Bekasi,Yogyakarta,419.4694344733886,314602.07585504145
658,Plane,Lion Air,Bandar Udara Frans Sales Lega,Business,Bali,Yogyakarta,521.9825957538203,1017866.0617199496
659,Plane,Wings Air,Bandar Udara Ahmad Yani,Economic,Jawa Timur,Yogyakarta,236.30849522541612,354462.74283812416
660,Bus,Nusantara,nearest bus terminal,Business,Ngawi,Yogyakarta,127.1348515271285,82637.65349263353
661,Plane,Sriwijaya Air,Bandar Udara Dabo,Economic,Aceh,Yogyakarta,2014.7223682251845,3022083.552337777
662,Train,PT KAI,Sragi,Economic,Pekalongan,Yogyakarta,132.35837071355405,105886.69657084324
663,Train,PT KAI,Nganjuk,Business,Nganjuk,Yogyakarta,178.75205838611703,185902.1407215617
664,Bus,Mayasari,nearest bus terminal,Suite,Banjar,Yogyakarta,732.5899586046614,549442.4689534961
665,Bus,Mayasari,nearest bus terminal,Business,Demak,Yogyakarta,120.35665720273047,78231.82718177482
666,Bus,Mayasari,nearest bus terminal,Economic,Jakarta Pusat,Yogyakarta,437.0517885095066,218525.8942547533
667,Train,PT KAI,Kretek,Economic,Tegal,Yogyakarta,170.24107027498275,136192.8562199862
668,Plane,PT Trigana Air Service,Bandar Udara Danau Toba,Business,Kepulauan Riau,Yogyakarta,1077.3258575676762,2100785.4222569684
669,Train,PT KAI,Sembung,Suite,Jombang,Yogyakarta,211.7850913076902,254142.10956922825
670,Plane,Citilink,Bandar Udara Juwata,Suite,Kalimantan Utara,Yogyakarta,1378.4708290615852,3101559.3653885666
671,Train,PT KAI,Solo Jebres,Economic,Surakarta,Yogyakarta,68.04500135455822,54436.00108364658
672,Plane,Sriwijaya Air,Bandar Udara Iskandar,Economic,Kalimantan Timur,Yogyakarta,1168.2805011804724,1752420.7517707085
673,Train,PT KAI,Gawok,Suite,Sragen,Yogyakarta,91.47727523446306,109772.73028135567
674,Bus,Mayasari,nearest bus terminal,Business,Lampung,Yogyakarta,684.1841734461109,444719.7127399721
675,Train,PT KAI,Semarang Tawang,Economic,Semarang,Yogyakarta,109.37687454139586,87501.49963311669
676,Plane,Citilink,Bandar Udara Ferdinand Lumban Tobing (Bandar Udara Pinangsori),Economic,Jambi,Yogyakarta,1080.9267465522385,1621390.1198283576
677,Train,PT KAI,Kasugihan,Suite,Banjar,Yogyakarta,732.5899586046614,879107.9503255936
678,Train,PT KAI,Curahmalang,Business,Jombang,Yogyakarta,211.7850913076902,220256.49495999783
679,Train,PT KAI,Cicurug,Suite,Sukabumi,Yogyakarta,413.1162545173275,495739.50542079296
680,Bus,Nusantara,nearest bus terminal,Business,Banten,Yogyakarta,496.92179636711603,322999.1676386254
681,Train,PT KAI,Klakah,Business,Lumajang,Yogyakarta,315.4223117768743,328039.2042479493
682,Bus,Sinar Jaya,nearest bus terminal,Business,Jakarta Selatan,Yogyakarta,435.818905534949,283282.2885977169
683,Bus,Budiman,nearest bus terminal,Economic,Indramayu,Yogyakarta,848.6203775741213,424310.1887870607
684,Train,PT KAI,Palmerah,Suite,Jakarta Pusat,Yogyakarta,437.0517885095066,524462.1462114078
685,Train,PT KAI,Madiun,Suite,Madiun,Yogyakarta,149.62256665123383,179547.0799814806
686,Train,PT KAI,Sragi,Business,Pekalongan,Yogyakarta,132.35837071355405,137652.70554209623
687,Plane,Garuda Indonesia,Bandar Udara Blangkejeren (Bandar Udara Gayo Lues) (Bandar Udara Senubung),Economic,Aceh,Yogyakarta,2014.7223682251845,3022083.552337777
688,Train,PT KAI,Indihiang,Economic,Tasikmalaya,Yogyakarta,260.81634883719096,208653.07906975277
689,Bus,Haryanto,nearest bus terminal,Suite,Sidoarjo,Yogyakarta,259.52981703864833,194647.36277898625
690,Train,PT KAI,Pandanan,Economic,Gresik,Yogyakarta,350.08148965766696,280065.1917261336
691,Plane,NAM Air,Bandar Udara Bolaang (Bandar Udara Loloda Mokoagow),Economic,Sulawesi Utara,Yogyakarta,1797.54188318467,2696312.8247770052
692,Train,PT KAI,Plered,Business,Purwakarta,Yogyakarta,358.8393633433293,373192.9378770625
693,Plane,Batik Air,Bandar Udara Ferdinand Lumban Tobing (Bandar Udara Pinangsori),Economic,Lampung,Yogyakarta,684.1841734461109,1026276.2601691664
694,Plane,Citilink,Bandar Udara Adisucipto,Business,DKI Jakarta,Yogyakarta,438.967847019126,855987.3016872958
695,Train,PT KAI,Lubuk Buaya,Suite,Padang,Yogyakarta,1356.2769455231717,1627532.3346278062
696,Bus,Haryanto,nearest bus terminal,Economic,Gresik,Yogyakarta,350.08148965766696,175040.74482883347
697,Plane,PT Trigana Air Service,Bandar Udara Andi Jemma,Suite,Sulawesi Selatan,Yogyakarta,1163.9371824955651,2618858.6606150214
698,Train,PT KAI,Telagasari,Suite,Indramayu,Yogyakarta,848.6203775741213,1018344.4530889457
699,Train,PT KAI,Cirahayu,Economic,Tasikmalaya,Yogyakarta,260.81634883719096,208653.07906975277
700,Bus,Budiman,nearest bus terminal,Economic,Cilegon,Yogyakarta,523.5899966739782,261794.9983369891
701,Plane,NAM Air,Bandar Udara Dabo,Suite,Aceh,Yogyakarta,2014.7223682251845,4533125.328506665
702,Plane,Batik Air,Bandar Udara Bolaang (Bandar Udara Loloda Mokoagow),Economic,Sulawesi Utara,Yogyakarta,1797.54188318467,2696312.8247770052
703,Train,PT KAI,Brebes,Business,Brebes,Yogyakarta,192.6946821360098,200402.4694214502
704,Train,PT KAI,Tuban,Business,Tuban,Yogyakarta,222.337926911915,231231.44398839158
705,Bus,Mayasari,nearest bus terminal,Economic,Maluku Utara,Yogyakarta,2173.4018230230486,1086700.9115115243
706,Bus,Mayasari,nearest bus terminal,Suite,Bojonegoro,Yogyakarta,179.96708290456277,134975.31217842206
707,Plane,Wings Air,Bandar Udara Abdulrachman Saleh,Economic,DKI Jakarta,Yogyakarta,438.967847019126,658451.770528689
708,Plane,Lion Air,Unknown Airport,Economic,Gorontalo,Yogyakarta,1650.7274560911121,2476091.184136668
709,Train,PT KAI,Jambu Baru,Suite,Serang,Yogyakarta,526.216155379768,631459.3864557217
710,Plane,Batik Air,Bandar Udara Fatmawati Soekarno,Suite,Sumatera Selatan,Yogyakarta,877.9380166727185,1975360.5375136165
